Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

08:08:01      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
08:14:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:14:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:21         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
08:15:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:21         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
08:16:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:16:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:17:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:18:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:19:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:19:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
